episode_id,run_id,run_pid,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,map_layout,map_id,map_vertical_mirror,opponent,opponent_id,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,obstacle_collision_events_per_episode,near_misses_per_episode,blue_route_upper_crossings,blue_route_lower_crossings,red_route_upper_crossings,red_route_lower_crossings,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,red_attack_upper_crossings,red_attack_lower_crossings,red_return_upper_crossings,red_return_lower_crossings,red_intercept_upper_crossings,red_intercept_lower_crossings,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
1,31184-1785339451154259000,31184,1552,0,97,,OP3,FIXED_OPPONENT,train,map_b_split_lane,-1,1,SCRIPTED:OP9_SPLIT_LANE_FEINT,,1,3,0,3,97,0.7599999904632568,0,1,4,25,5,5,4,10,3,2,1,2,0,0,0,3,0,0,2,5,45.0,6.974611262685245,1.0,0.5,0.0021213889122009277,0.0,1.0,100.0,0.0,0.5546914935112
2,31184-1785339451154259000,31184,1728,0,108,,OP3,FIXED_OPPONENT,train,map_b_split_lane,-1,1,SCRIPTED:OP9_SPLIT_LANE_FEINT,,1,3,1,2,108,0.7599999904632568,1,0,7,34,3,11,7,7,1,4,0,3,1,1,2,0,1,0,1,7,34.0,5.569109316225405,1.0,0.5,-0.0063912272453308105,0.0,1.0,100.0,-0.20000000298023224,0.5187299251556396
3,31184-1785339451154259000,31184,1952,0,122,,OP3,FIXED_OPPONENT,train,map_b_split_lane,-1,1,SCRIPTED:OP9_SPLIT_LANE_FEINT,,1,3,0,3,122,0.7999999523162842,1,0,9,22,2,10,0,13,1,5,0,3,0,0,0,3,0,0,0,8,65.0,5.678938068327357,1.0,0.5,-0.009691238403320312,0.0,1.0,100.0,0.0,0.5541802048683167
4,31184-1785339451154259000,31184,2080,0,130,,OP3,FIXED_OPPONENT,train,map_b_split_lane,-1,1,SCRIPTED:OP9_SPLIT_LANE_FEINT,,1,3,1,2,130,0.8799999952316284,1,0,9,51,8,6,9,3,3,3,2,1,0,1,1,0,0,1,6,1,39.0,5.591439584585337,1.0,0.5,-0.006591200828552246,0.0,1.0,100.0,0.0,0.554314374923706
5,31184-1785339451154259000,31184,2160,0,135,,OP3,FIXED_OPPONENT,train,map_b_split_lane,-1,1,SCRIPTED:OP9_SPLIT_LANE_FEINT,,1,3,0,3,135,0.7999999523162842,1,0,14,40,3,11,4,6,1,3,0,3,1,3,1,0,1,0,0,6,69.0,6.157970739293981,1.0,0.5,-0.005758315324783325,0.0,1.0,100.0,-0.20000000298023224,0.5187587738037109
6,31184-1785339451154259000,31184,2272,0,142,,OP3,FIXED_OPPONENT,train,map_b_split_lane,-1,0,SCRIPTED:OP9_SPLIT_LANE_FEINT,,1,3,1,2,142,0.7199999690055847,1,0,14,25,2,13,7,7,1,5,0,3,1,1,3,0,0,1,1,5,37.0,6.431670712753081,1.0,0.5,-0.008085578680038452,0.0,1.0,100.0,-0.20000000298023224,0.5186524391174316
7,31184-1785339451154259000,31184,2704,0,169,,OP3,FIXED_OPPONENT,train,map_b_split_lane,-1,0,SCRIPTED:OP9_SPLIT_LANE_FEINT,,1,3,1,2,169,0.6800000071525574,0,1,8,43,6,10,7,7,4,3,0,3,0,1,3,0,1,0,0,5,34.0,5.968923354289941,1.0,0.5,-0.0017840266227722168,0.0,1.0,100.0,-0.20000000298023224,0.5189403295516968
8,31184-1785339451154259000,31184,2816,0,176,,OP3,FIXED_OPPONENT,train,map_b_split_lane,-1,1,SCRIPTED:OP9_SPLIT_LANE_FEINT,,1,3,0,3,176,0.7599999904632568,1,0,12,33,6,13,10,6,2,8,1,2,0,0,5,0,0,0,2,3,37.0,6.5775909423828125,1.0,0.5,0.008592173457145691,0.0,1.0,100.0,-0.20000000298023224,0.5194140076637268
9,31184-1785339451154259000,31184,3280,0,205,,OP3,FIXED_OPPONENT,train,map_b_split_lane,-1,0,SCRIPTED:OP9_SPLIT_LANE_FEINT,,1,3,0,3,97,0.7599999904632568,1,0,1,15,4,5,3,7,3,2,0,3,0,0,1,1,0,0,1,5,48.0,7.015424905364046,1.0,0.5,-0.0098801851272583,0.0,1.0,100.0,-0.20000000298023224,0.5185704827308655
10,31184-1785339451154259000,31184,3312,0,207,,OP3,FIXED_OPPONENT,train,map_b_split_lane,-1,1,SCRIPTED:OP9_SPLIT_LANE_FEINT,,1,3,1,2,207,0.8399999737739563,0,1,4,31,14,7,22,4,7,3,1,2,0,1,7,1,1,0,12,2,43.0,6.974562787779288,1.0,0.5,-0.009488314390182495,0.0,1.0,100.0,-0.20000000298023224,0.5185884237289429
